DBN,School Name,# Total Students,# Students in Temporary Housing,% Students in Temporary Housing,# Students Residing in Shelter,# Residing in DHS Shelter,# Residing in Non-DHS Shelter,# Doubled Up
07X369,Young Leaders Elementary School,267,85,31.8%,19,s,s,65
07X379,Jill Chaifetz Transfer High School,232,21,9.1%,15,s,s,s
07X381,Bronx Haven High School,169,19,11.2%,11,s,s,6
07X427,Community School for Social Justice,327,58,17.7%,25,15,10,29
07X444,Home Schooling,108,12,11.1%,11,s,s,s
07X456,Alfred E. Smith Campus YABC,175,13,7.4%,7,s,s,s
07X473,Mott Haven Village Preparatory High School,349,50,14.3%,27,20,7,19
07X495,University Heights Secondary School,524,32,6.1%,9,s,s,21
07X500,Hostos-Lincoln Academy of Science,543,46,8.5%,15,7,8,27
07X522,Bronx Design and Construction Academy,443,64,14.4%,28,21,7,31
07X527,Bronx Leadership Academy II High School,536,68,12.7%,23,16,7,38
07X533,Learning through Play Pre-K Center,238,32,13.4%,11,s,s,21
07X548,Careers in Sports High School,505,85,16.8%,32,12,20,45
07X551,The Urban Assembly Bronx Academy of Letters,607,78,12.9%,28,12,16,45
07X557,Mott Haven Community High School,286,36,12.6%,20,9,11,9
07X584,I.S. 584,262,55,21.0%,19,11,8,29
07X600,Alfred E. Smith Career and Technical Education Hig,452,50,11.1%,16,9,7,31
07X670,Health Opportunities High School,499,80,16.0%,30,21,9,37
07X700,Universal Pre-K C.B.O.,916,112,12.2%,48,32,16,57
08X014,P.S. X014 Senator John Calandra,596,51,8.6%,8,s,s,40
08X036,P.S. 036 Unionport,797,80,10.0%,20,s,s,57
08X048,P.S. 048 Joseph R. Drake,733,255,34.8%,129,108,21,117
08X062,P.S. 062 Inocensio Casanova,703,146,20.8%,97,67,30,40
08X069,P.S. 069 Journey Prep School,644,72,11.2%,25,18,7,34
08X071,P.S. 071 Rose E. Scala,1612,71,4.4%,32,26,6,33
08X072,P.S. 072 Dr. William Dorney,783,99,12.6%,41,29,12,58
08X075,P.S. 75 School of Research and Discovery,624,112,17.9%,63,54,9,48
08X093,P.S. 093 Albert G. Oliver,369,52,14.1%,17,s,s,32
08X100,P.S. 100 Isaac Clason,583,95,16.3%,50,43,7,41
08X101,M.S. X101 Edward R. Byrne,550,14,2.5%,s,s,s,10
08X107,P.S. 107,563,98,17.4%,54,35,19,43
08X119,The Dr. Emmett W. Bassett School,827,79,9.6%,21,s,s,53
08X123,J.H.S. 123 James M. Kieran,430,99,23.0%,29,14,15,66
08X130,P.S. 130 Abram Stevens Hewitt,443,87,19.6%,39,27,12,45
08X131,J.H.S. 131 Albert Einstein,488,92,18.9%,46,29,17,45
08X138,P.S. 138 Samuel Randall,691,120,17.4%,36,30,6,81
08X140,P.S. X140 The Eagle School,624,143,22.9%,63,49,14,75
08X146,P.S. 146 Edward Collins,412,86,20.9%,47,s,s,33
08X152,P.S. 152 Evergreen,852,197,23.1%,70,53,17,127
08X182,P.S. 182,787,45,5.7%,31,s,s,12
08X269,Bronx Studio School for Writers and Artists,650,63,9.7%,48,30,18,15
08X282,Women's Academy of Excellence,251,43,17.1%,23,13,10,13
08X293,Renaissance High School for Musical Theater and th,467,31,6.6%,19,13,6,11
08X301,M.S. 301 Paul L. Dunbar,263,53,20.2%,21,13,8,29
08X302,M.S. 302 Luisa Dessus Cruz,506,108,21.3%,46,29,17,61
08X304,P.S. 304 Early Childhood School,531,38,7.2%,21,s,s,16
08X312,Millennium Art Academy,443,53,12.0%,31,15,16,16
08X320,Pelham Lab High School,486,40,8.2%,13,s,s,22
08X333,The Longwood Academy of Discovery,655,167,25.5%,58,51,7,102
08X337,The School for Inquiry and Social Justice,525,78,14.9%,24,13,11,46
08X348,Schuylerville Preparatory High School,391,32,8.2%,23,16,7,9
08X349,Bronx River High School,442,32,7.2%,10,s,s,17
08X367,"Archimedes Academy for Math, Science and Technolog",658,94,14.3%,34,25,9,55
08X371,Urban Institute of Mathematics,380,31,8.2%,9,s,s,21
08X375,The Bronx Mathematics Preparatory School,249,74,29.7%,25,s,s,40
08X376,Antonia Pantoja Preparatory Academy: A College Boa,460,86,18.7%,41,24,17,41
08X377,Bronx Community High School,172,12,7.0%,s,s,s,7
08X392,Bronx Delta School,358,24,6.7%,s,s,s,16
08X405,Herbert H. Lehman High School,768,32,4.2%,23,14,9,9
08X408,Herbert H. Lehman Yabc,277,16,5.8%,6,s,s,7
08X424,The Hunts Point School,318,97,30.5%,45,36,9,43
08X432,Bronx Bridges High School,366,91,24.9%,22,s,s,64
08X444,Home Schooling,244,32,13.1%,23,s,s,6
08X448,Soundview Academy for Culture and Scholarship,391,50,12.8%,14,s,s,29
08X452,Gotham Collaborative High School,523,96,18.4%,39,15,24,47
08X467,Mott Hall Community School,368,51,13.9%,21,14,7,29
08X507,Stevenson Yabc,182,17,9.3%,11,s,s,s
08X530,Longwood Preparatory Academy,337,51,15.1%,25,17,8,25
08X537,Bronx Arena High School,183,19,10.4%,7,s,s,s
08X558,Westchester Square Academy,576,41,7.1%,27,16,11,14
08X559,School for Tourism and Hospitality,332,83,25.0%,40,32,8,35
08X561,Bronx Compass High School,402,56,13.9%,36,16,20,18
08X562,Blueprint Middle School,702,82,11.7%,20,s,s,61
08X583,P.S. 583,198,33,16.7%,6,s,s,26
08X700,Universal Pre-K C.B.O.,1110,81,7.3%,28,s,s,50
09X004,P.S./M.S. 004 Crotona Park West,571,238,41.7%,202,185,17,29
09X011,P.S. 011 Highbridge,577,130,22.5%,58,51,7,71
09X022,J.H.S. 022 Jordan L. Mott,460,98,21.3%,63,40,23,31
09X028,P.S. 028 Mount Hope,793,236,29.8%,98,69,29,132
09X035,P.S. 035 Franz Siegel,627,121,19.3%,49,24,25,69
09X042,P.S. 042 Claremont,415,127,30.6%,87,71,16,37
09X053,P.S. 053 Basheer Quisim,1072,325,30.3%,187,150,37,130
09X055,P.S. 055 Benjamin Franklin,620,114,18.4%,65,52,13,48
09X058,P.S. 058,442,109,24.7%,63,53,10,40
09X063,P.S. 063 Author's Academy,571,166,29.1%,73,55,18,78
09X070,P.S. 070 Max Schoenfeld,1179,241,20.4%,84,71,13,153
09X073,P.S. 073 Bronx,599,157,26.2%,42,32,10,114
09X088,P.S. X088 - S. Silverstein Little Sparrow School,148,70,47.3%,20,s,s,50
09X109,P.S. 109 Sedgwick,640,102,15.9%,43,36,7,56
09X110,P.S. 110 Theodore Schoenfeld,433,111,25.6%,52,s,s,57
09X114,P.S. X114 - Luis Llorens Torres Schools,745,278,37.3%,65,46,19,212
09X117,I.S. 117 Joseph H. Wade,512,178,34.8%,43,37,6,128
09X126,P.S. 126 Dr Marjorie H Dunbar,620,93,15.0%,57,50,7,36
09X128,Mott Hall III,357,25,7.0%,8,s,s,17
09X132,P.S. 132 Garret A. Morgan,389,101,26.0%,64,42,22,30
09X163,P.S. 163 Arthur A. Schomburg,484,75,15.5%,20,s,s,55
09X170,P.S. 170,245,47,19.2%,17,s,s,30
09X199,P.S. 199X - The Shakespeare School,752,253,33.6%,98,84,14,150
09X204,P.S. 204 Morris Heights,671,131,19.5%,43,s,s,88
09X215,Kappa,345,34,9.9%,18,s,s,15
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,1048,157,15.0%,14,8,6,142
09X219,I.S. 219 New Venture School,374,83,22.2%,35,26,9,46
09X227,Bronx Collegiate Academy,386,61,15.8%,27,13,14,31
09X229,I.S. 229 Roland Patterson,250,53,21.2%,25,16,9,23
09X231,Eagle Academy for Young Men,523,50,9.6%,17,8,9,27
09X232,I.S. 232,528,104,19.7%,33,24,9,70
09X236,P.S. 236 Langston Hughes,336,66,19.6%,18,s,s,47
09X241,Urban Assembly School for Applied Math and Science,600,73,12.2%,25,18,7,43
09X250,Eximius College Preparatory Academy: A College Boa,433,46,10.6%,25,16,9,18
09X252,Mott Hall Bronx High School,374,40,10.7%,17,10,7,22
09X260,Bronx Center for Science and Mathematics,465,43,9.2%,9,s,s,33
09X263,Validus Preparatory Academy,366,63,17.2%,29,14,15,29
09X274,The New American Academy at Roberto Clemente State,753,182,24.2%,89,73,16,79
09X294,The Walton Avenue School,530,142,26.8%,48,30,18,92
09X297,Morris Academy for Collaborative Studies,413,32,7.7%,21,9,12,11
09X303,I.S. X303 Leadership & Community Service,320,42,13.1%,8,s,s,34
09X311,Lucero Elementary School,430,146,34.0%,54,45,9,92
09X313,I.S. 313 School of Leadership Development,308,60,19.5%,29,16,13,31
09X323,Bronx Writing Academy,428,87,20.3%,46,38,8,40
09X324,Bronx Early College Academy for Teaching & Learnin,512,65,12.7%,21,s,s,38
09X327,Comprehensive Model School Project M.S. 327,736,92,12.5%,12,s,s,73
09X328,New Millennium Business Academy Middle School,329,86,26.1%,33,20,13,50
09X329,DreamYard Preparatory School,271,49,18.1%,20,13,7,27
09X339,I.S. 339,513,126,24.6%,50,34,16,71
09X350,New Directions Secondary School,206,48,23.3%,23,15,8,21
09X361,The Highbridge Green School,379,57,15.0%,8,s,s,47
09X365,Academy for Language and Technology,356,215,60.4%,17,s,s,198
09X403,Bronx International High School,445,157,35.3%,36,17,19,107
09X404,School for Excellence,299,56,18.7%,29,20,9,25
09X412,Bronx High School of Business,282,76,27.0%,28,17,11,46
09X413,Bronx High School for Medical Science,420,24,5.7%,12,s,s,10
09X443,The Family School,569,139,24.4%,47,38,9,86
09X444,Home Schooling,129,28,21.7%,21,s,s,7
09X449,Grant Avenue Elementary School,463,101,21.8%,44,38,6,56
09X454,Science and Technology Academy: A Mott Hall School,464,85,18.3%,17,8,9,68
09X457,Sheridan Academy for Young Leaders,522,115,22.0%,34,28,6,77
09X505,"Bronx School for Law, Government and Justice",768,78,10.2%,19,9,10,56
09X517,Frederick Douglass Academy III Secondary School,413,84,20.3%,44,30,14,37
09X525,Bronx Leadership Academy High School,550,92,16.7%,50,32,18,39
09X543,High School for Violin and Dance,248,50,20.2%,23,17,6,24
09X555,Mount Eden Children's Academy,429,74,17.2%,11,s,s,63
09X564,Claremont International HS,382,159,41.6%,23,14,9,136
09X568,Young Women's Leadership School of the Bronx,540,31,5.7%,12,s,s,16
09X582,Garden of Learning and Discovery Pre-K Center,100,8,8.0%,8,s,s,s
09X593,South Bronx International Middle School,55,24,43.6%,s,s,s,21
09X594,M.S. 594,232,70,30.2%,34,28,6,34
09X700,Universal Pre-K C.B.O.,1673,278,16.6%,113,80,33,158
10X003,P.S. 3 Raul Julia Micro Society,329,24,7.3%,14,s,s,10
10X007,Milton Fein School,714,145,20.3%,32,s,s,113
10X008,P.S. 008 Isaac Varian,977,164,16.8%,64,52,12,95
10X009,P.S. 9 Ryer Avenue Elementary School,884,271,30.7%,65,52,13,203
10X015,P.S. X015 Institute for Environmental Learning,480,56,11.7%,11,s,s,44
10X020,"PS/MS 20 P.O.George J. Werdann, III",1008,197,19.5%,48,26,22,146
10X023,P.S. 023 The New Children's School,468,133,28.4%,75,s,s,56
10X024,P.S. 024 Spuyten Duyvil,851,30,3.5%,7,s,s,21
10X032,P.S. 032 Belmont,800,175,21.9%,65,52,13,102
10X033,P.S. 033 Timothy Dwight,919,80,8.7%,52,41,11,21
10X037,P.S. X037 - Multiple Intelligence School,667,161,24.1%,28,21,7,133
10X045,Thomas C. Giordano Middle School 45,757,124,16.4%,32,22,10,89
10X046,P.S. 046 Edgar Allan Poe,895,248,27.7%,56,s,s,184
10X051,P.S. 051 Bronx New School,211,21,10.0%,9,s,s,12
10X054,P.S./I.S. 54,494,114,23.1%,23,s,s,84
10X056,P.S. 056 Norwood Heights,685,141,20.6%,17,7,10,122
10X059,P.S. 059 The Community School of Technology,543,116,21.4%,49,42,7,66
10X077,Bedford Park Elementary School,461,105,22.8%,16,s,s,77
10X080,J.H.S. 080 The Mosholu Parkway,691,181,26.2%,30,23,7,150
10X081,P.S. 081 Robert J. Christen,810,41,5.1%,s,s,s,35
10X085,P.S. 085 Great Expectations,994,199,20.0%,132,111,21,60
10X086,P.S. 086 Kingsbridge Heights,1674,417,24.9%,43,32,11,370
10X091,P.S. 091 Bronx,682,253,37.1%,74,54,20,172
10X094,P.S. 094 Kings College School,1257,228,18.1%,36,s,s,191
10X095,P.S. 095 Sheila Mencher,1275,301,23.6%,48,23,25,252
10X118,J.H.S. 118 William W. Niles,1125,202,18.0%,77,58,19,119
10X141,Riverdale / Kingsbridge Academy (Middle School / H,1527,113,7.4%,16,s,s,94
10X159,P.S. 159 Luis Munoz Marin Biling,197,34,17.3%,s,s,s,30
10X205,P.S. 205 Fiorello LaGuardia,974,132,13.6%,66,52,14,66
10X206,I.S. 206 Ann Mersereau,251,69,27.5%,29,23,6,39
10X207,P.S. 207,354,90,25.4%,24,s,s,64
10X209,P.S. 209,285,79,27.7%,10,s,s,69
10X213,Bronx Engineering and Technology Academy,398,50,12.6%,16,8,8,26
10X225,Theatre Arts Production Company School,539,61,11.3%,27,11,16,31
10X226,P.S. 226,462,115,24.9%,11,s,s,98
10X228,Jonas Bronck Academy,271,21,7.7%,s,s,s,19
10X237,"The Marie Curie School for Medicine, Nursing, and",468,62,13.2%,28,16,12,30
10X243,West Bronx Academy for the Future,604,79,13.1%,22,9,13,53
10X244,The New School for Leadership and Journalism,758,146,19.3%,9,s,s,130
10X246,P.S. 246 Poe Center,715,158,22.1%,22,16,6,135
10X254,I.S. 254,534,114,21.3%,29,23,6,84
10X264,Bronx Academy for Software Engineering (BASE),411,44,10.7%,15,8,7,29
10X268,Kingsbridge International High School,479,152,31.7%,19,s,s,130
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",1075,350,32.6%,65,46,19,282
10X280,P.S./M.S. 280 Mosholu Parkway,862,163,18.9%,14,6,8,136
10X284,Bronx School of Law and Finance,389,68,17.5%,23,14,9,41
10X291,P.S. 291,646,134,20.7%,31,22,9,102
10X306,P.S. 306,683,155,22.7%,52,39,13,99
10X307,Luisa Pineiro Fuentes School of Science and Discov,347,75,21.6%,s,s,s,71
10X308,Bronx Dance Academy School,272,41,15.1%,18,s,s,22
10X310,P.S. 310 Marble Hill,691,202,29.2%,20,s,s,182
10X315,P.S. 315 Lab School,239,28,11.7%,s,s,s,23
10X319,Providing Urban Learners Success In Education High,281,40,14.2%,29,15,14,6
10X331,The Bronx School of Young Leaders,454,50,11.0%,18,s,s,29
10X340,P.S. 340,621,187,30.1%,35,27,8,152
10X342,International School for Liberal Arts,552,179,32.4%,22,s,s,156
10X344,Ampark Neighborhood,378,27,7.1%,s,s,s,23
10X351,Bronx Collaborative High School,571,72,12.6%,28,12,16,38
10X353,World View High School,546,73,13.4%,12,s,s,60
10X360,P.S. 360,457,76,16.6%,11,s,s,65
10X363,Academy For Personal Leadership And Excellence,594,106,17.8%,16,9,7,89
10X368,In-Tech Academy (M.S. / High School 368),1044,132,12.6%,14,7,7,116
10X374,Knowledge and Power Preparatory Academy Internatio,462,44,9.5%,16,s,s,28
10X382,"Elementary School for Math, Science, and Technolog",302,75,24.8%,22,15,7,51
10X386,School for Environmental Citizenship,612,189,30.9%,28,s,s,160
10X390,M.S. 390,561,164,29.2%,30,19,11,132
10X391,The Angelo Patri Middle School,505,131,25.9%,51,35,16,79
10X396,P.S. 396,321,85,26.5%,39,s,s,46
10X397,English Language Learners and International Suppor,352,144,40.9%,20,s,s,119
10X433,High School for Teaching and the Professions,417,56,13.4%,14,s,s,39
10X434,Belmont Preparatory High School,391,22,5.6%,7,s,s,14
10X438,Fordham Leadership Academy,343,33,9.6%,18,12,6,15
10X439,Bronx High School for Law and Community Service,407,42,10.3%,13,s,s,23
10X440,DeWitt Clinton High School,1070,137,12.8%,42,25,17,88
10X442,"Celia Cruz Bronx High School of Music, The",423,28,6.6%,14,7,7,14
10X444,Home Schooling,234,26,11.1%,12,s,s,14
10X445,The Bronx High School of Science,3014,6,0.2%,s,s,s,s
10X447,Creston Academy,474,95,20.0%,7,s,s,88
10X459,East Fordham Academy for the Arts,313,82,26.2%,16,9,7,63
10X477,Marble Hill High School for International Studies,449,47,10.5%,s,s,s,39
10X503,Walton Yabc,242,32,13.2%,6,s,s,24
10X504,Kennedy Yabc,134,18,13.4%,8,s,s,7
10X524,Crotona International High School,365,130,35.6%,22,s,s,100
10X535,Rose Hill Pre-K Center,421,105,24.9%,26,s,s,76
10X546,Bronx Theatre High School,361,56,15.5%,32,19,13,24
10X549,Discovery High School,486,78,16.0%,19,s,s,51
10X565,High School for Energy and Technology,410,63,15.4%,23,10,13,38
10X668,Dewitt Clinton Campus YABC,113,17,15.0%,12,6,6,s
10X700,Universal Pre-K C.B.O.,2495,271,10.9%,72,61,11,190
11X016,P.S. 016 Wakefield,355,53,14.9%,28,s,s,25
11X019,P.S. 019 Judith K. Weiss,556,28,5.0%,s,s,s,26
11X021,P.S. 021 Philip H. Sheridan,685,146,21.3%,58,39,19,71
11X041,P.S. 041 Gun Hill Road,886,150,16.9%,62,48,14,77
11X068,P.S. 068 Bronx,673,69,10.3%,29,s,s,39
11X076,P.S. 076 The Bennington School,946,120,12.7%,45,s,s,72
11X078,P.S. 078 Anne Hutchinson,857,91,10.6%,56,38,18,30
11X083,P.S. 083 Donald Hertz,1717,155,9.0%,34,25,9,115
11X087,P.S. 087 Bronx,615,73,11.9%,20,s,s,53
11X089,P.S. 089 Bronx,1595,157,9.8%,52,s,s,104
11X096,P.S. 096 Richard Rodgers,920,117,12.7%,35,27,8,74
11X097,P.S. 097 Bronx,627,46,7.3%,13,s,s,24
11X103,P.S. 103 Hector Fontanez,1067,106,9.9%,58,36,22,38
11X105,P.S. 105 Sen Abraham Bernstein,1078,177,16.4%,33,25,8,143
11X106,P.S. 106 Parkchester,1152,185,16.1%,33,26,7,150
11X108,P.S. 108 Philip J. Abinanti,611,38,6.2%,6,s,s,31
11X111,P.S. 111 Seton Falls,665,116,17.4%,37,28,9,67
11X112,P.S. 112 Bronxwood,442,94,21.3%,42,s,s,44
11X121,P.S. 121 Throop,867,91,10.5%,40,28,12,44
11X127,J.H.S. 127 The Castle Hill,895,165,18.4%,26,s,s,137
11X144,J.H.S. 144 Michelangelo,504,79,15.7%,35,28,7,38
11X153,P.S. 153 Helen Keller,635,31,4.9%,10,s,s,20
11X160,P.S. 160 Walt Disney,393,43,10.9%,6,s,s,32
11X169,Baychester Academy,450,51,11.3%,34,24,10,17
11X175,P.S. 175 City Island,326,6,1.8%,s,s,s,s
11X178,P.S. 178 - Dr. Selman Waksman,434,78,18.0%,38,31,7,39
11X180,M.S. 180 Dr. Daniel Hale Williams,1032,40,3.9%,8,s,s,32
11X181,I.S. 181 Pablo Casals,905,74,8.2%,19,13,6,50
11X189,Cornerstone Academy for Social Action,406,67,16.5%,21,14,7,36
11X194,P.S./M.S. 194,1343,149,11.1%,23,16,7,122
11X249,Bronx Health Sciences High School,299,29,9.7%,10,s,s,18
11X253,Bronx High School for Writing and Communication Ar,345,50,14.5%,17,11,6,30
11X265,Bronx Lab School,373,39,10.5%,25,16,9,10
11X270,Academy for Scholarship and Entrepreneurship: A Co,364,43,11.8%,17,s,s,22
11X275,High School of Computers and Technology,542,67,12.4%,22,16,6,40
11X287,North Bronx School of Empowerment,591,105,17.8%,49,28,21,46
11X288,Collegiate Institute for Math and Science,616,18,2.9%,s,s,s,13
11X290,Bronx Academy of Health Careers,382,79,20.7%,38,19,19,34
11X299,Astor Collegiate Academy,493,21,4.3%,10,s,s,10
11X326,Bronx Green Middle School,421,65,15.4%,13,s,s,52
11X355,Bronx Alliance Middle School,322,55,17.1%,22,10,12,28
11X357,Young Voices Academy of the Bronx,442,89,20.1%,7,s,s,82
11X370,Leaders of Tomorrow,455,65,14.3%,37,26,11,27
11X417,C Columbus Hs Yabc,216,26,12.0%,7,s,s,17
11X418,Bronx High School for the Visual Arts,456,49,10.7%,20,11,9,25
11X444,Home Schooling,325,20,6.2%,15,s,s,s
11X455,Harry S Truman High School,2134,233,10.9%,83,60,23,141
11X462,Cornerstone Academy for Social Action Middle Schoo,270,35,13.0%,15,8,7,16
11X468,Pelham Academy of Academics and Community Engageme,364,46,12.6%,10,s,s,34
11X481,The STEAM Bridge School,219,15,6.8%,8,s,s,7
11X483,The Matilda Avenue School,173,44,25.4%,26,s,s,18
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,651,32,4.9%,s,s,s,26
11X508,Bronxdale High School,470,29,6.2%,12,s,s,15
11X509,High School of Language and Innovation,390,92,23.6%,s,s,s,87
11X513,New World High School,387,28,7.2%,12,s,s,15
11X514,The Bronxwood Preparatory Academy,387,46,11.9%,23,13,10,22
11X529,One World Middle School at Edenwald,346,25,7.2%,s,s,s,18
11X532,Baychester Middle School,300,45,15.0%,17,11,6,27
11X534,District 11 Pre-K Center,85,11,12.9%,s,s,s,6
11X542,Pelham Preparatory Academy,509,33,6.5%,10,s,s,20
11X544,High School for Contemporary Arts,432,61,14.1%,27,16,11,30
11X545,Bronx Aerospace High School,323,61,18.9%,29,15,14,29
11X556,Bronx Park Middle School,427,95,22.2%,22,12,10,69
11X566,Pelham Gardens Middle School,486,41,8.4%,24,13,11,17
11X567,Linden Tree Elementary School,401,78,19.5%,38,s,s,39
11X700,Universal Pre-K C.B.O.,2374,146,6.1%,37,31,6,106
12X006,P.S. 006 West Farms,559,165,29.5%,91,78,13,70
12X044,P.S. 044 David C. Farragut,306,110,35.9%,81,74,7,28
12X047,P.S. 047 John Randolph,1114,66,5.9%,45,36,9,19
12X057,P.S. 057 Crescent,606,109,18.0%,48,33,15,61
12X061,P.S. 061 Francisco Oller,313,73,23.3%,16,s,s,57
12X066,P.S. 066 School of Higher Expectations,619,168,27.1%,106,66,40,60
12X067,P.S. 067 Mohegan School,528,82,15.5%,58,51,7,22
12X098,J.H.S. 098 Herman Ridder,309,69,22.3%,41,24,17,23
12X129,M.S. 129 Academy for Independent Learning and Lead,554,100,18.1%,63,49,14,37
12X134,P.S. 134 George F. Bristow,661,102,15.4%,67,50,17,28
